transaction_id,suspicion_reason,score
21322341,Transaction at an unusual hour compared to the last 10 purchases; ,1
21322342,Fast transactions on different devices; ,1
21322366,Fast transactions on different devices; ,1
21322389,Fast transactions on different devices; ,1
21322411,Fast transactions on different devices; ,1
21322457,Fast transactions on different devices; ,1
21322494,Fast transactions on different devices; ,1
21322504,Fast transactions on different devices; ,1
21322509,Fast transactions on different devices; ,1
21322525,Fast transactions on different devices; ,1
21322551,Fast transactions on different devices; ,1
21322569,Fast transactions on different devices; ,1
21322575,Fast transactions on different devices; ,1
21322578,Fast transactions on different devices; ,1
21322591,Fast transactions on different devices; ,1
21322605,Fast transactions on different devices; ,1
21322637,Fast transactions on different devices; ,1
21322638,Fast transactions on different devices; ,1
21322651,Fast transactions on different devices; ,1
21322659,Fast transactions on different devices; ,1
21322674,Fast transactions on different devices; ,1
21322682,Fast transactions on different devices; ,1
21322698,Fast transactions on different devices; ,1
21322718,Fast transactions on different devices; ,1
21322754,Fast transactions on different devices; ,1
21322771,Fast transactions on different devices; ,1
21322786,Fast transactions on different devices; ,1
21322795,Fast transactions on different devices; ,1
21322818,Fast transactions on different devices; ,1
21322828,Fast transactions on different devices; ,1
21322831,Fast transactions on different devices; ,1
21322846,Fast transactions on different devices; ,1
21322859,Fast transactions on different devices; ,1
21322861,Fast transactions on different devices; ,1
21322902,Fast transactions on different devices; ,1
21322918,Fast transactions on different devices; ,1
21322923,Fast transactions on different devices; ,1
21322939,Fast transactions on different devices; ,1
21322948,Fast transactions on different devices; ,1
21322965,Fast transactions on different devices; ,1
21322972,Fast transactions on different devices; ,1
21322986,Fast transactions on different devices; ,1
21322987,Card with more than 2% chargeback in the history; ,1
21323001,Fast transactions on different devices; ,1
21323015,Fast transactions on different devices; ,1
21323023,Fast transactions on different devices; ,1
21323050,Fast transactions on different devices; ,1
21323058,Fast transactions on different devices; ,1
21323100,Fast transactions on different devices; ,1
21323114,Fast transactions on different devices; ,1
21323127,Transaction at an unusual hour compared to the last 10 purchases; ,1
21323138,Card with more than 2% chargeback in the history; ,1
21323140,Fast transactions on different devices; ,1
21323141,Fast transactions on different devices; ,1
21323146,Transaction at an unusual hour compared to the last 10 purchases; ,1
21323150,Fast transactions on different devices; ,1
21323153,Fast transactions on different devices; ,1
21323154,Fast transactions on different devices; ,1
21323161,Fast transactions on different devices; ,1
21323174,Fast transactions on different devices; ,1
21323178,Fast transactions on different devices; ,1
21323189,Fast transactions on different devices; ,1
21323190,Fast transactions on different devices; ,1
21323192,Fast transactions on different devices; ,1
21323195,Fast transactions on different devices; ,1
21323213,Fast transactions on different devices; ,1
21323244,Fast transactions on different devices; ,1
21323287,Fast transactions on different devices; ,1
21323306,Fast transactions on different devices; ,1
21323332,Fast transactions on different devices; ,1
21323368,Fast transactions on different devices; ,1
21323378,Fast transactions on different devices; ,1
21323391,Fast transactions on different devices; ,1
21323421,Fast transactions on different devices; ,1
21323443,Fast transactions on different devices; ,1
21323469,Fast transactions on different devices; ,1
21323482,Fast transactions on different devices; ,1
21323488,Fast transactions on different devices; ,1
21323497,Fast transactions on different devices; ,1
21323512,Fast transactions on different devices; ,1
21323513,Fast transactions on different devices; ,1
21323522,Fast transactions on different devices; ,1
21323528,Fast transactions on different devices; ,1
21323531,Fast transactions on different devices; ,1
21323594,Fast transactions on different devices; ,1
